entidad,fecha,pais,area,sector,tipo,rating_cp,rating_lp,perspectiva,estado
Megabono Crédito 346,2026-05-21,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Preliminar
Megabono Crédito 346,2026-05-21,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AA-sf(arg),Perspectiva Estable,Preliminar
Meranol S.A.C.I.,2026-03-05,Argentina,Finanzas Corporativas,Quimica,Emisor,A2(arg),A-(arg),Perspectiva Positiva,Confirma
Meranol S.A.C.I.,2026-03-05,Argentina,Finanzas Corporativas,Quimica,Obligaciones Negociables Pyme clase ...,,A-(arg),Perspectiva Positiva,Confirma
Meranol S.A.C.I.,2026-03-05,Argentina,Finanzas Corporativas,Quimica,Obligación Negociable Pyme Clase 31 h ...,,A-(arg),Perspectiva Positiva,Confirma
Meranol S.A.C.I.,2026-03-05,Argentina,Finanzas Corporativas,Quimica,Obligación Negociable Pyme Clase 32 h ...,,A-(arg),Perspectiva Positiva,Confirma
Meranol S.A.C.I.,2026-03-05,Argentina,Finanzas Corporativas,Quimica,Obligación Negociable Pyme Clase 37 H ...,,A-(arg),Perspectiva Positiva,Asigna
Meranol S.A.C.I.,2026-03-05,Argentina,Finanzas Corporativas,Quimica,Obligación Negociable Pyme Clase 39 H ...,A2(arg),,N.C,Asigna
Meranol S.A.C.I.,2026-03-05,Argentina,Finanzas Corporativas,Quimica,Obligación Negociable Pyme Clase 38 H ...,,A-(arg),Perspectiva Positiva,Asigna
Mercado Crédito Consumo XXIII,2024-02-22,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF,,AAAsf(arg),Perspectiva Estable,Confirma
Mercado Crédito Consumo XVII,2023-12-05,Argentina,Finanzas Estructuradas,Prestamos Personales,CP,,CCCsf(arg),N.C,Confirma
Mercado Crédito Consumo XVIII,2024-02-22,Argentina,Finanzas Estructuradas,Prestamos Personales,CP,,CCCsf(arg),N.C,Confirma
Mercado Crédito Consumo XXI,2024-02-22,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF,,AAAsf(arg),Perspectiva Estable,Confirma
Mercado Crédito Consumo XXII,2024-02-22,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF,,AAAsf(arg),Perspectiva Estable,Confirma
Mercado Crédito Consumo XXIV,2024-02-22,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF,,AAAsf(arg),Perspectiva Estable,Confirma
Mercado Crédito Consumo XXV,2024-02-22,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF,,AAAsf(arg),Perspectiva Estable,Confirma
Mercado Crédito Consumo XXV,2024-02-22,Argentina,Finanzas Estructuradas,Prestamos Personales,CP,,CCCsf(arg),N.C,Confirma
Mercado Crédito Consumo XXX,2024-09-30,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Mercado Crédito Consumo XXX,2024-09-30,Argentina,Finanzas Estructuradas,Prestamos Personales,CP,,CCCsf(arg),N.C,Confirma
Mercado Crédito Consumo XXXI,2024-09-30,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF,,AAAsf(arg),Perspectiva Estable,Confirma
Mercado Crédito Consumo XXXII,2024-12-17,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF,,AAAsf(arg),Perspectiva Estable,Confirma
Mercado Crédito Consumo XXXIII,2025-03-07,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF,,AAAsf(arg),Perspectiva Estable,Confirma
Mercado Crédito Consumo XXXIV,2025-03-07,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF,,AAAsf(arg),Perspectiva Estable,Confirma
Mercado Crédito Consumo XXXV,2025-03-07,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF,,AAAsf(arg),Perspectiva Estable,Confirma
Mercado Crédito XL,2026-04-06,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF,,AAAsf(arg),Perspectiva Estable,Confirma
Mercado Crédito XL,2026-04-06,Argentina,Finanzas Estructuradas,Prestamos Personales,CP,,CCCsf(arg),N.C,Confirma
Mercado Crédito XLI,2026-04-06,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF,,AAAsf(arg),Perspectiva Estable,Confirma
Mercado Crédito XLI,2026-04-06,Argentina,Finanzas Estructuradas,Prestamos Personales,CP,,CCCsf(arg),N.C,Confirma
Mercado Crédito XLII,2026-04-06,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF,,AAAsf(arg),Perspectiva Estable,Confirma
Mercado Crédito XLII,2026-04-06,Argentina,Finanzas Estructuradas,Prestamos Personales,CP,,B-sf(arg),Perspectiva Estable,Confirma
Mercado Crédito XLIII,2026-04-06,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF,,AAAsf(arg),Perspectiva Estable,Confirma
Mercado Crédito XLIII,2026-04-06,Argentina,Finanzas Estructuradas,Prestamos Personales,CP,,CCCsf(arg),N.C,Confirma
Mercado Crédito XLIV,2026-04-06,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF,,AAAsf(arg),Perspectiva Estable,Confirma
Mercado Crédito XLIV,2026-04-06,Argentina,Finanzas Estructuradas,Prestamos Personales,CP,,CCCsf(arg),N.C,Confirma
Mercado Crédito XLIX,2026-05-15,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF,,AAAsf(arg),Perspectiva Estable,Preliminar
Mercado Crédito XLIX,2026-05-15,Argentina,Finanzas Estructuradas,Prestamos Personales,CP,,CCCsf(arg),N.C,Preliminar
Mercado Crédito XLV,2026-04-06,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF,,AAAsf(arg),Perspectiva Estable,Confirma
Mercado Crédito XLV,2026-04-06,Argentina,Finanzas Estructuradas,Prestamos Personales,CP,,CCCsf(arg),N.C,Confirma
Mercado Crédito XLVI,2026-04-06,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF,,AAAsf(arg),Perspectiva Estable,Confirma
Mercado Crédito XLVI,2026-04-06,Argentina,Finanzas Estructuradas,Prestamos Personales,CP,,CCCsf(arg),N.C,Confirma
Mercado Crédito XLVII,2026-05-04,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF,,AAAsf(arg),Perspectiva Estable,Confirma
Mercado Crédito XLVII,2026-05-04,Argentina,Finanzas Estructuradas,Prestamos Personales,CP,,CCCsf(arg),N.C,Confirma
Mercado Crédito XLVIII,2026-05-06,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF,,AAAsf(arg),Perspectiva Estable,Confirma
Mercado Crédito XLVIII,2026-05-06,Argentina,Finanzas Estructuradas,Prestamos Personales,CP,,CCCsf(arg),N.C,Confirma
Mercado Crédito XXI,2024-12-16,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF,,AAAsf(arg),Perspectiva Estable,Confirma
Mercado Crédito XXII,2025-03-07,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF,,AAAsf(arg),Perspectiva Estable,Confirma
Mercado Crédito XXIII,2025-07-01,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF,,AAAsf(arg),Perspectiva Estable,Confirma
Mercado Crédito XXIV,2025-03-07,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF,,AAAsf(arg),Perspectiva Estable,Confirma
Mercado Crédito XXIX,2025-10-01,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF,,AAAsf(arg),Perspectiva Estable,Confirma
Mercado Crédito XXV,2025-07-01,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF,,AAAsf(arg),Perspectiva Estable,Confirma
Mercado Crédito XXVI,2025-07-01,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF,,AAAsf(arg),Perspectiva Estable,Confirma
Mercado Crédito XXVII,2025-07-01,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF,,AAAsf(arg),Perspectiva Estable,Confirma
Mercado Crédito XXVIII,2025-10-01,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF,,AAAsf(arg),Perspectiva Estable,Confirma
Mercado Crédito XXX,2025-10-01,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF,,AAAsf(arg),Perspectiva Estable,Confirma
Mercado Crédito XXX,2025-10-01,Argentina,Finanzas Estructuradas,Prestamos Personales,CP,,CCCsf(arg),N.C,Confirma
Mercado Crédito XXXI,2025-10-01,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF,,AAAsf(arg),Perspectiva Estable,Confirma
Mercado Crédito XXXII,2025-12-01,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF,,AAAsf(arg),Perspectiva Estable,Confirma
Mercado Crédito XXXIII,2025-12-01,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF,,AAAsf(arg),Perspectiva Estable,Confirma
Mercado Crédito XXXIV,2025-12-01,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF,,AAAsf(arg),Perspectiva Estable,Confirma
Mercado Crédito XXXIX,2026-04-06,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF,,AAAsf(arg),Perspectiva Estable,Confirma
Mercado Crédito XXXIX,2026-04-06,Argentina,Finanzas Estructuradas,Prestamos Personales,CP,,CCCsf(arg),N.C,Confirma
Mercado Crédito XXXV,2025-12-01,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF,,AAAsf(arg),Perspectiva Estable,Confirma
Mercado Crédito XXXVI,2026-04-06,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF,,AAAsf(arg),Perspectiva Estable,Confirma
Mercado Crédito XXXVI,2026-04-06,Argentina,Finanzas Estructuradas,Prestamos Personales,CP,,CCCsf(arg),N.C,Confirma
Mercado Crédito XXXVIII,2026-04-06,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF,,AAAsf(arg),Perspectiva Estable,Confirma
Mercado Crédito XXXVIII,2026-04-06,Argentina,Finanzas Estructuradas,Prestamos Personales,CP,,CCCsf(arg),N.C,Confirma
Mercado Libre S.R.L.,2026-05-29,Argentina,Finanzas Corporativas,Servicios Diversificados,Emisor,,AAA(arg),Perspectiva Estable,Confirma
Mercado Pago Servicios de Procesamiento S.R.L.,2026-05-11,Argentina,Entidades Financieras,Entidades Financieras,Obligaciones Negociables Clase 4 Por ...,A1+(arg),,N.C,Asigna
Mercado Pago Servicios de Procesamiento S.R.L.,2026-05-11,Argentina,Entidades Financieras,Entidades Financieras,Obligaciones Negociables Clase 5 Por ...,A1+(arg),,N.C,Asigna
Mercado Pago Servicios de Procesamiento S.R.L.,2026-05-11,Argentina,Entidades Financieras,Entidades Financieras,Obligaciones Negociables Clase 6 Por ...,A1+(arg),,N.C,Asigna
Mercado Pago Servicios de Procesamiento S.R.L.,2026-05-11,Argentina,Entidades Financieras,Entidades Financieras,Endeudamiento de Largo Plazo,A1+(arg),AAA(arg),Perspectiva Estable,Confirma
Mercado Pago Servicios de Procesamiento S.R.L.,2026-05-11,Argentina,Entidades Financieras,Entidades Financieras,Obligaciones Negociables Clase 1 Obl ...,A1+(arg),,N.C,Confirma
Mercado Pago Servicios de Procesamiento S.R.L.,2026-05-11,Argentina,Entidades Financieras,Entidades Financieras,Obligaciones Negociables Clase 2 Obl ...,A1+(arg),,N.C,Confirma
Mercado Pago Servicios de Procesamiento S.R.L.,2026-05-11,Argentina,Entidades Financieras,Entidades Financieras,Obligaciones Negociables Clase 2 Adi ...,A1+(arg),,N.C,Confirma
Mercado Pago Servicios de Procesamiento S.R.L.,2026-05-11,Argentina,Entidades Financieras,Entidades Financieras,Obligaciones Negociables Clase 3 por ...,A1+(arg),,N.C,Confirma
Mercedes Benz Compañía Financiera Argentina S.A.,2026-04-14,Argentina,Entidades Financieras,Entidades Financieras,Endeudamiento de Largo Plazo,A1+(arg),AA+(arg),Perspectiva Estable,Confirma
Metalcred IX,2024-09-11,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAsf(arg),Perspectiva Estable,Confirma
Metalcred IX,2025-02-17,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,A-sf(arg),Perspectiva Estable,Confirma
Metalcred VI,2024-02-29,Argentina,Finanzas Estructuradas,Prestamos Prendarios,VDFB,,A-sf(arg),Perspectiva Estable,Confirma
Metalcred VI,2024-02-29,Argentina,Finanzas Estructuradas,Prestamos Prendarios,CP,,CCsf(arg),N.C,Confirma
Metalcred VII,2024-02-29,Argentina,Finanzas Estructuradas,Facturas,VDFA,,AAsf(arg),Perspectiva Estable,Confirma
Metalcred VIII,2024-02-29,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAsf(arg),Perspectiva Estable,Confirma
Metalcred X,2024-09-11,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAsf(arg),Perspectiva Estable,Confirma
Metalcred X,2024-12-17,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,A-sf(arg),Perspectiva Estable,Confirma
Metalcred XI,2025-12-05,Argentina,Finanzas Estructuradas,Facturas,VDFA,,AAsf(arg),Perspectiva Estable,Confirma
Metalcred XI,2026-03-11,Argentina,Finanzas Estructuradas,Facturas,VDFB,,Bsf(arg),RW Negativo,Baja
Metalcred XI,2026-03-11,Argentina,Finanzas Estructuradas,Facturas,CP,,CCsf(arg),N.C,Confirma
Metalcred XII,2025-12-05,Argentina,Finanzas Estructuradas,Facturas,VDFA,,AAsf(arg),Perspectiva Estable,Confirma
Metalcred XII,2026-03-11,Argentina,Finanzas Estructuradas,Facturas,VDFB,,BBBsf(arg),RW Negativo,Baja
Metalcred XII,2026-03-11,Argentina,Finanzas Estructuradas,Facturas,CP,,CCsf(arg),N.C,Confirma
Metalcred XIII,2026-03-11,Argentina,Finanzas Estructuradas,Facturas,VDFA,,BBB-sf(arg),RW Negativo,Baja
Metalcred XIII,2026-03-11,Argentina,Finanzas Estructuradas,Facturas,VDFB,,Bsf(arg),RW Negativo,Baja
Metalcred XIII,2026-03-11,Argentina,Finanzas Estructuradas,Facturas,CP,,CCsf(arg),N.C,Confirma
Metalcred XIV,2026-03-11,Argentina,Finanzas Estructuradas,Facturas,VDFA,,Asf(arg),RW Negativo,Baja
Metalcred XIV,2026-03-11,Argentina,Finanzas Estructuradas,Facturas,VDFB,,BBB-sf(arg),RW Negativo,Baja
Metalcred XIV,2026-03-11,Argentina,Finanzas Estructuradas,Facturas,CP,,CCsf(arg),N.C,Confirma
Metalcred XV,2026-03-11,Argentina,Finanzas Estructuradas,Facturas,VDFA,,BBBsf(arg),RW Negativo,Baja
Metalcred XV,2026-03-11,Argentina,Finanzas Estructuradas,Facturas,VDFB,,Bsf(arg),RW Negativo,Baja
Metalcred XV,2026-03-11,Argentina,Finanzas Estructuradas,Facturas,CP,,CCsf(arg),N.C,Confirma
Metalcred XVI,2026-03-11,Argentina,Finanzas Estructuradas,Facturas,VDFA,,BBB+sf(arg),RW Negativo,Baja
Metalcred XVI,2026-03-11,Argentina,Finanzas Estructuradas,Facturas,VDFB,,BB-sf(arg),RW Negativo,Baja
Metalcred XVI,2026-03-11,Argentina,Finanzas Estructuradas,Facturas,CP,,CCsf(arg),N.C,Confirma
Metalfor S.A.,2026-05-12,Argentina,Finanzas Corporativas,Agronegocio,Emisor,,BB+(arg),RW Negativo,Confirma
Mil Aires Serie I,2026-05-04,Argentina,Finanzas Estructuradas,Prestamos Prendarios,VRD,,Asf(arg),Perspectiva Estable,Confirma
Milicic S.A.,2026-03-31,Argentina,Finanzas Corporativas,Construccion,Emisor,,A+(arg),Perspectiva Estable,Confirma
Mills SGR,2026-05-06,Argentina,Sociedades De Garantía Recíproca (Sgr),Sociedades De Garantía Recíproca (Sgr),Calificación de largo plazo,A2(arg),A-(arg),Perspectiva Negativa,Confirma
Minas Argentinas S.A.,2026-05-08,Argentina,Finanzas Corporativas,Energia,Emisor,A1(arg),A+(arg),Perspectiva Estable,Confirma
Minas Argentinas S.A.,2026-05-08,Argentina,Finanzas Corporativas,Energia,Obligaciones Negociables Clase 1 Por ...,A1(arg),,N.C,Confirma
Minera Exar S.A.,2026-05-08,Argentina,Finanzas Corporativas,Empresas,Emisor,,AA(arg),Perspectiva Estable,Confirma
Minera Exar S.A.,2026-05-08,Argentina,Finanzas Corporativas,Empresas,Obligaciones Negociables Clase I Por ...,,AA(arg),Perspectiva Estable,Confirma
MIS XXI,2023-09-12,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF A,,AAAsf(arg),Perspectiva Estable,Confirma
MIS XXI,2023-09-12,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF B,,A-sf(arg),Perspectiva Estable,Confirma
MIS XXI,2024-02-29,Argentina,Finanzas Estructuradas,Prestamos Personales,CP,,CCsf(arg),N.C,Confirma
MIS XXII,2023-09-12,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
MIS XXII,2023-09-12,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,A-sf(arg),Perspectiva Estable,Confirma
MIS XXIII,2024-07-02,Argentina,Finanzas Estructuradas,Prestamos Personales,CP,,CCsf(arg),N.C,Confirma
MIS XXIV,2023-12-11,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
MIS XXIV,2024-02-29,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AAAsf(arg),Perspectiva Estable,Confirma
MIS XXIV,2024-07-02,Argentina,Finanzas Estructuradas,Prestamos Personales,CP,,CCsf(arg),N.C,Confirma
MIS XXV,2024-02-29,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
MIS XXV,2024-02-29,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,A-sf(arg),Perspectiva Estable,Confirma
MIS XXV,2024-07-02,Argentina,Finanzas Estructuradas,Prestamos Personales,CP,,CCsf(arg),N.C,Confirma
MIS XXVI,2024-07-02,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
MIS XXVI,2024-07-02,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,A-sf(arg),Perspectiva Estable,Confirma
MIS XXVII,2024-10-02,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
MIS XXVII,2024-12-04,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AAAsf(arg),Perspectiva Estable,Confirma
MIS XXVII,2025-02-25,Argentina,Finanzas Estructuradas,Prestamos Personales,CP,,CCsf(arg),N.C,Confirma
Molinos Agro S.A.,2026-05-05,Argentina,Finanzas Corporativas,Agronegocio,Emisor,,AA(arg),Perspectiva Estable,Confirma
Molinos Agro S.A.,2026-05-05,Argentina,Finanzas Corporativas,Agronegocio,Acciones Ordinarias,,1,N.C,Confirma
Molinos Rio de la Plata S.A.,2026-05-05,Argentina,Finanzas Corporativas,Alimentos Y Bebidas,Emisor,,AA(arg),Perspectiva Estable,Confirma
Molinos Rio de la Plata S.A.,2026-05-05,Argentina,Finanzas Corporativas,Alimentos Y Bebidas,Acciones Ordinarias,,1,N.C,Confirma
Moni Mobile IX,2024-09-19,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,A1+sf(arg),,Perspectiva Estable,Confirma
Moni Mobile VII,2023-11-29,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF A,A1+sf(arg),,N.C,Confirma
Moni Mobile VII,2024-03-11,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF B,,A+sf(arg),Perspectiva Estable,Confirma
Moni Mobile VII,2024-03-11,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF C,,BB+sf(arg),Perspectiva Estable,Confirma
Moni Mobile VIII,2024-03-11,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF A,,A1+sf(arg),N.C,Confirma
Moni Mobile X,2024-12-17,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,A1+sf(arg),,N.C,Confirma
Moni Mobile XI,2024-12-17,Argentina,Finanzas Estructuradas,Prestamos De Consumo,VDFA,A1+sf(arg),,N.C,Confirma
Moni Mobile XII,2025-06-24,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,A1+sf(arg),,N.C,Confirma
Moni Mobile XIII,2025-06-24,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,A1+sf(arg),,N.C,Confirma
Moni Mobile XIV,2025-12-11,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,A1+sf(arg),,N.C,Confirma
Moni Mobile XVI,2026-03-10,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,A1+sf(arg),,N.C,Confirma
Moni Mobile XVI,2026-03-10,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,BBBsf(arg),Perspectiva Estable,Confirma
Moni Mobile XVII,2026-04-16,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,A1+sf(arg),,N.C,Confirma
Moni Mobile XVII,2026-04-16,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,BBBsf(arg),Perspectiva Estable,Confirma
Morixe Hnos. S.A.C.I.,2026-03-27,Argentina,Finanzas Corporativas,Alimentos Y Bebidas,Emisor,A1(arg),A(arg),Perspectiva Estable,Confirma
MSU Energy S.A.,2026-05-08,Argentina,Finanzas Corporativas,Energia,Emisor,A1(arg),AA-(arg),Perspectiva Estable,Confirma
MSU Energy S.A.,2026-05-08,Argentina,Finanzas Corporativas,Energia,Obligaciones Negociables Clase XIII ...,,AA-(arg),Perspectiva Estable,Confirma
MSU Green Energy S.A.,2026-02-05,Argentina,Finanzas Sostenibles,Empresas,Obligaciones Negociables Clase 1- Bo ...,,BV1(arg),Perspectiva Estable,Confirma
MSU Green Energy S.A.,2026-02-05,Argentina,Finanzas Sostenibles,Empresas,Obligaciones Negociables Clase 2- Bo ...,,BV1(arg),Perspectiva Estable,Confirma
MSU Green Energy S.A.,2026-02-05,Argentina,Finanzas Sostenibles,Empresas,Obligaciones Negociables Clase 3- Bo ...,,BV1(arg),Perspectiva Estable,Confirma
MSU Green Energy S.A.,2026-05-08,Argentina,Finanzas Corporativas,Empresas,Emisor,,A+(arg),Perspectiva Estable,Confirma
MSU Green Energy S.A.,2026-05-08,Argentina,Finanzas Corporativas,Empresas,Obligaciones Negociables Clase 1 po ...,,A+(arg),Perspectiva Estable,Confirma
MSU Green Energy S.A.,2026-05-08,Argentina,Finanzas Corporativas,Empresas,Obligaciones Negociables Clase 2 por ...,,A+(arg),Perspectiva Estable,Confirma
MSU Green Energy S.A.,2026-05-08,Argentina,Finanzas Corporativas,Empresas,Obligaciones Negociables Clase 3 por ...,,A+(arg),Perspectiva Estable,Confirma
MSU S.A.,2024-07-12,Argentina,Finanzas Corporativas,Agronegocio,Obligación Negociable Clase XIV,,A+(arg),Perspectiva Estable,Asigna
MSU S.A.,2026-05-05,Argentina,Finanzas Corporativas,Agronegocio,Emisor,,A+(arg),Perspectiva Estable,Confirma
MSU S.A.,2026-05-05,Argentina,Finanzas Corporativas,Agronegocio,ON Serie XI Por hasta USD 15 MM ampli ...,,A+(arg),Perspectiva Estable,Confirma
MSU S.A.,2026-05-05,Argentina,Finanzas Corporativas,Agronegocio,ON Serie XII Por hasta USD 55 MM ampl ...,,A+(arg),Perspectiva Estable,Confirma
MSU S.A.,2026-05-05,Argentina,Finanzas Corporativas,Agronegocio,ON Serie XIII Por hasta USD 15 MM amp ...,,A+(arg),Perspectiva Estable,Confirma
MSU S.A.,2026-05-05,Argentina,Finanzas Corporativas,Agronegocio,ON Serie XIV Por hasta USD 20 MM ampl ...,,A+(arg),Perspectiva Estable,Confirma
MSU S.A.,2026-05-05,Argentina,Finanzas Corporativas,Agronegocio,ON Serie XV Por hasta USD 20 millones ...,,A+(arg),Perspectiva Estable,Confirma
Municipalidad de Comodoro Rivadavia,2025-12-26,Argentina,Finanzas Públicas,Municipios,Emisor,,BBB+(arg),Perspectiva Estable,Confirma
Municipalidad de La Plata,2025-12-26,Argentina,Finanzas Públicas,Municipios,Emisor,A2(arg),A-(arg),Perspectiva Estable,Confirma
Municipalidad de Luján de Cuyo,2026-02-05,Argentina,Finanzas Públicas,Municipios,Emisor,A2(arg),BBB+(arg),Perspectiva Estable,Asigna
